date,location,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,aqi
2024-05-10,Asia,59.97490879112897,281.91086717143617,52.96552629127161,50.041216088329804,2.703284902335863,19.840624183557882,68.05416477793054,4.821626056323432,120.89557997871485
2032-04-30,Asia,41.085599960305316,263.18122936709585,30.65221359534523,84.89759860004732,2.2353639231407567,20.900151717696577,23.28979507585315,5.458996599912613,104.98417142302782
2030-06-20,Africa,78.92575529612041,262.03563749874,13.83554098007632,91.63791490478314,1.0847975419801368,26.703669340000705,22.650592847493527,9.097186677848041,110.08315829579125
2023-04-12,North America,57.68756920005344,214.11683967444117,11.861952300568436,99.47608080737491,0.45026977095605414,26.529257281134374,22.215647173848826,5.096129723266198,85.330501694813
2034-02-13,Asia,139.85255254024423,194.97655341210225,30.163575955949046,31.729827738471442,1.3234638899267381,18.729250266603586,68.83543872252719,5.023411116594707,125.46183411182304
2031-06-07,North America,139.9365808210282,24.12268972117282,15.525647953853436,13.919595706370274,0.3532959059756614,35.20069583868941,57.52948306766325,4.968786776800264,78.62908608613432
2030-09-07,South America,105.3496460855713,229.45513934467255,25.07827223564561,117.2154444337231,0.43573525327328644,27.801047832050795,45.91696881682216,6.419500205576271,114.30838567338057
2029-12-29,Europe,157.809460219361,45.62983289518561,8.97168503384934,11.576577121507139,2.8554990692260516,36.14690876880337,67.29255356766718,3.991414496057933,116.09723817634307
2022-05-11,Europe,169.85454661114915,92.73026210872123,49.62563162725242,115.67467217538643,2.06007218574722,36.9603866785856,58.752299057370514,8.112920915419522,136.99515570928168
2026-08-13,Europe,120.15562691251189,174.41728269837432,15.895708771535336,101.16958605829798,2.5696652313638677,10.8559226551299,20.513438840324405,3.2174760764822046,130.98894019280166
2024-02-09,North America,127.59768092505242,146.48512376529166,61.75492348442203,110.32822371276502,1.9644076604931229,28.81966558618711,78.6984821473434,3.345688907305257,127.37058022509602
2028-07-19,North America,63.748322859409384,24.41682913600487,21.363123220847907,52.590428387226055,1.3137660823602062,16.112915234317498,44.51290682339838,6.093127275209703,54.57234692228425
2028-08-30,Africa,180.02514813404875,250.71581636647946,64.84824345036394,31.692219873613663,0.17296046913859003,34.27501690919677,47.96928842602895,2.968948803541811,149.68931795452085
2025-03-30,Europe,14.599148440280667,266.06426826405936,19.24114896694008,76.71100536931215,2.8719274072276084,30.64980528794268,74.7602968472085,1.3544888658321868,96.92536478215969
2034-06-22,Africa,76.23446919414067,210.92442417909473,59.10249227759739,91.53762877881356,0.3057041689524856,11.956169063404857,33.09635710107219,2.453062629594178,97.02532729715553
2031-04-09,Europe,147.14208009447265,171.49900042391027,29.9806009718898,24.39471729571266,1.8694728914575147,37.855576827612715,20.70502988111902,9.179745087906399,128.83507674935944
2033-04-10,Africa,25.217006837520636,289.006594891852,48.733999616675625,97.73836661529874,0.39638931401849464,28.92176524473482,83.61868413109337,0.6016556056696114,87.16808179619035
2035-04-06,Africa,44.802210211375595,53.58773816949374,7.899636074130383,32.945265201381375,0.9240282679097481,38.20215861331535,55.38347788793109,1.7678831564267004,44.80539104154857
2029-12-14,South America,121.96428829394172,226.61481502619694,42.14333257656931,64.0845022199306,0.6388706261665047,12.066891026769298,44.466899106979966,7.701376533656809,120.11684595128865
2023-04-20,Africa,116.39879757807601,55.940971610655396,16.151592102654742,104.21306948659682,1.7057790539607427,35.43967830395219,77.33319057336784,9.808677993292743,93.99258260024648
2024-12-18,North America,150.39637626488144,126.9165436985564,41.47401704367699,31.27669621469618,2.6725185008540904,28.382548714547237,21.84064392366615,7.037760307273,132.03361223587498
2029-01-02,Africa,164.39640142675265,183.93566256787403,15.601934816461227,36.60731127810663,1.9433046926133768,24.330030782392615,34.160357479707756,9.26217762485463,140.17744432549114
2027-08-10,Europe,34.430119917217134,226.38455334121863,37.781684010452814,16.904827214911066,2.0261452565681557,33.71795149513636,30.87016437324203,8.624739688754154,85.01724912097916
2029-07-10,Africa,13.49238805729599,21.04050807615552,13.296561517421628,26.127552296144348,2.7359013390185773,27.150236039599843,71.6481478979249,5.059716443426808,39.30484252443493
2024-09-02,Asia,141.03131873519217,92.96740818409732,21.496363830072184,26.117840175950555,2.2733331611162053,28.436005619323666,41.846072547807644,3.668470830899624,114.66643031595385
2026-12-12,Australia,67.26444119560824,170.6961095947497,49.6309201627891,32.37702523695513,2.611271925513695,13.878470448963181,74.1034721877665,6.506259705244217,98.65100895653684
2022-07-09,Europe,128.9369436444112,169.20463016522194,78.24954779076066,41.482043677148226,1.3075370663936097,33.5968791020952,22.903351075631655,5.568757404063207,121.22923342324538
2029-06-27,Asia,38.603471731822694,198.53540178495393,38.688857629397894,99.64817009263949,2.609533379539148,27.76059458145601,62.56809044601109,0.7453785366204009,97.46287742059101
2030-03-25,Europe,99.11760886653295,105.07900264310229,56.53802694571269,110.73402505992291,1.972998026840949,34.553621254528046,42.27545070614907,9.594323115783807,103.30798448200186
2034-10-03,North America,105.84070175205301,171.348190304902,45.45685032832814,54.69086701518453,0.4932625699498805,17.303443794018428,33.08439546808142,5.917349971999942,99.70049346989536
2027-03-15,Australia,121.16478511091105,73.14029768168139,42.37684507208283,24.10298471871419,0.21226627426449163,16.609854284200303,77.17354946924311,8.807672020937858,79.79532521785022
2025-06-21,Australia,107.50230310280723,72.32422003296753,9.852814762988839,34.61909176050837,0.8076997996887747,5.836603760946247,48.85750865175969,7.478986624541083,77.51933804683706
2026-03-09,North America,104.18124634345564,181.4379097583299,15.822305170645958,90.9826574540748,1.1972139815974046,31.901186437808033,60.014071804707676,3.7379134369726286,108.70918573465397
